new_word
diffident
dignified
diligent
diplomatic
direct
directed
discerning
disciplinary
disciplined
discovering
discreet
discrete
discriminating
dishy
disillusioned
disorderly
disorganized
disruptive
dissatisfied
dissecting
distant
distinct
distinguished
distracted
distracting
disturbing
divine
docile
doer
doughty
down-to-earth
dramatic
dreamlike
dreamy
driving
drop-dead-gorgeous
dutiful
dynamic
eager
earnest
easy
easygoing
easy-going
eccentric
economic
ecstatic
edgy
educated
effective
effectual
effervescent
efficacious
efficient
effortless
egotistic
elaborate
electrifying
elegant
eloquent
emotional
emotive
empathic
enchanted
enchanting
encouraged
encouraging
endowed
enduring
energetic
energetic-person
engaged
engaging
engrossing
enjoyable
enlightened
enlivened
enlivening
enterprising
entertaining
enthralling
enthusiastic
enticing
entrancing
equable
equipped
equitable
erratic
erudite
established
esteemed
ethereal
ethical
even-tempered
evident
exact
exacting
excellent
exceptional
excessive
excitable
excited
exciting
exclusive
exemplary
exempt
exhilarating
expectant
expecting
expeditious
expensive
experienced
experiential
expert
explicit
exposed
expository
express
expressive
exquisite
extraordinary
extravagant
extreme
extroverted
eye-catching
facile
factual
fair
faithful
familiar
fanatical
fanciful
fancy
fantastic
far-reaching
fascinating
fashionable
fast
fateful
faultless
favorable
fearful
fearless
feelgood
feeling
fervid
festive
fetching
fierce
fiery
fine
finicky
firm
fit
flaky
flamboyant
flashy
flawless
flexible
flexile
flowing
fluent
flustered
fly
folksy
fond
foolish
forbearing
forceful
forcible
foresighted
forgiving
formidable
forthcoming
forthright
forward-looking
foxy
frank
free
free-and-easy
freed
free-spirited
frenetic
frequent
fresh
friendly
frisky
frivolous
frolicsome
frugal
fulfilled
fun
funny
fussy
gaga
gallant
galvanized
gaudy
gay
general
generous
genial
genteel
gentle
genuine
gifted
gingerly
glad
gladsome
glamorous
glistening
glittering
glossy
goal-oriented
go-getter
good
good-at
good-humored
good-looking
good-natured
good-tempered
gorgeous
graceful
gracious
grand
grandiose
gratified
great
greathearted
gritty
groovy
grown
guarded
guided
guileful
guiltless
gullible
gutsy
handsome
handy
hankering
happy
happy-go-lucky
hard
hardened
hard-worker
hardworking
hard-working
harmless
harmonious
harsh
hasty
hawkish
head-on
headstrong
healthy
hearty
heavenly
heedful
helpful
herded
heroic
hesitant
high
high-class
high-powered
high-reaching
high-spirited
hilarious
histrionic
holy
homely
homogeneous
honest
honorable
honoring
hopeful
hospitable
hot
humane
humble
hungry
hunky
hyper
hysterical
ideal
idealist
idealistic
idiotic
idle
ignorant
imaginative
immature
immediate
immovable
immune
impartial
impassioned
impatient
impeccable
impelled
impelling
imperious
imperturbable
impervious
impetuous
imposing
impressible
impressionable
impressive
impulsive
inactive
incessant
incisive
inclined
inconsistent
incredible
incurious
indefatigable
independent
indifferent
individual
individualist
individualistic
indomitable
indulgent
industrious
inelaborate
infatuating
inflexible
influenceable
influential
informal
informed
ingenious
ingenuous
in-good-spirits
inherent
in-high-spirits
inner-directed
innocent
innovative
inobnoxious
inobtrusive
inoffensive
inquiring
inquisitive
inquisitorial
insane
insecure
insensitive
insightful
insistent
insolent
insouciant
inspired
inspiring
instinctive
instinctual
intellectual
intelligent
intelligible
intense
intent
interdependent
interested
interesting
interpretive
intrepid
intricate
intriguing
introspective
introvert
introverted
intrusive
intuitive
inventive
investigative
inviting
involuntary
involved
irrefutable
irregular
irresistible
irritable
isolated
iterative
jaunty
jazzy
jittery
jocund
jolly
jovial
joyful
joyous
judicious
jumping
jumpy
just
justifiable
keen
kind
kindhearted
kindly
knowing
know-it-all
knowledgeable
known
laid-back
large
lavish
law-abiding
lawful
lax
lazy
learned
leery
legible
legit
legitimate
leisurely
lenient
lethargic
levelheaded
level-headed
liberal
licensed
light
lighthearted
likable
limber
listless
literate
lithe
lively
lofty
logical
longing
looker
loony
loose
lovable
lovely
loving
low-key
loyal
lucid
ludicrous
lunatic
luring
luscious
lustful
lusty
luxuriant
luxurious
macho
mad
magnanimous
magnetic
magnetizing
magnificent
majestic
malleable
manageable
manlike
marvelous
masculine
masterful
masterly
mature
matured
meaningful
measured
mechanical
meditative
meek
mellow
melodramatic
menacing
mentally-stable
merciful
merry
mesmeric
messy
methodic
methodical
methodized
meticulous
mild
mild-tempered
militant
mindful
mindless
mischievous
mistaken
misunderstood
mobile
moderate
modest
modifiable
modish
moldable
momentous
mondaine
monotonous
moral
motivated
motivator
movable
moving
munificent
muscular
natural
neat
necessary
neighborly
nervous
nervy
neutral
nice
nifty
nimble
noble
noiseless
nonchalant
no-nonsense
nonpartisan
nonviolent
normal
notable
not-excessive
not-influenced
nutty
obedient
objective
obligated
obliged
obliging
oblivious
obscure
obscured
obsequious
observant
obsessed
obsessive
obvious
older
old-fashioned
omniscient
on-the-ball
open
open-minded
opportunistic
optimistic
opulent
ordered
orderly
ordinary
organized
oriented
original
ornamented
ornate
ostentatious
outgoing
outrageous
outspoken
overexcited
oversensitive
overwhelming
overwrought
panicky
participating
particular
passionate
passive
patient
peaceful
penetrating
pensive
peppy
perceptive
perfect
perky
permanent
permissive
permitting
perplexed
persevering
persistent
persisting
personal
persuadable
pert
pertinacious
pessimistic
philanthropic
philosophic
philosophical
physical
picky
pitying
placid
plain
plain-spoken
planned
platonic
plausible
playful
pleasant
pleased
pleasing
pleasurable
pliable
pliant
plucky
poetic
poignant
poised
polished
polite
politic
pompous
positive
possessed
potent
powerful
power-loving
practical
practiced
pragmatic
precious
precise
predictable
prepared
prepossessing
presuming
presumptuous
pretty
principled
pristine
private
pro
problem-solving
procrastinating
productive
proficient
profitable
profound
profuse
progressive
promising
pronto
proper
propitious
protected
proud
proved
provident
provocative
prudent
psychic
public
puerile
punctual
pure
puritanical
purposeful
pushed
pushing
pushy
qualified
questioning
quick
quick-witted
quiet
quixotic
rabid
racy
radiant
radical
raging
rapid
rare
rarefied
rash
rational
ravishing
raw
reactive
ready
real
realistic
reasonable
reasoning
reassured
receptive
recessive
recognizable
recondite
refined
reflective
refreshing
regular
rejuvenating
relaxed
relentless
relevant
reliable
reluctant
remarkable
reputable
reserved
resigned
resilient
resolute
resolved
resourceful
respectable
respectful
resplendent
responsible
responsive
restful
restive
restless
restrained
retired
rich
ridiculous
righteous
rigid
rigorous
ripped
riskless
risk-taker
risky
robust
rocking
rocklike
romantic
rooted
rough
roused
rousing
rugged
rustic
safe
sage
saint
salubrious
sane
sanguine
sarcastic
sassy
satirical
satisfied
satisfying
saving
savvy
scheming
schooled
scientific
scintillating
scrupulous
scrutinizing
seasoned
secluded
secretive
secure
seductive
sedulous
see-through
self-absorbed
self-assured
self-concerned
self-confident
self-conscious
self-contented
self-controlled
self-determining
self-explanatory
self-governing
self-indulgent
self-pleased
self-possessed
self-reliant
self-restrained
self-righteous
self-satisfied
self-starting
self-sufficient
self-supporting
self-sustaining
sensatory
sensible
sensitive
sentient
sentimental
separate
separated
serene
serious
set
settled
sexy
shabby
sharp
shielded
show-off
showy
shrewd
shy
significant
silent
silly
simple
simple-minded
sincere
single-minded
sinless
skilled
skillful
slack
sleek
slick
sloppy
slothful
slow
slow-moving
sluggish
sly
small
smart
smooth
smug
snappy
snazzy
soaring
sober
sociable
social
soft
softhearted
soft-spoken
solemn
solicitous
solid
solitary
somber
sophisticated
sophomoric
sound
sparkling
spartan
special
specific
speculative
speedy
spiffy
spirited
splendid
spontaneous
sportive
sporty
spotless
sprightly
spry
spunky
stable
staid
stainless
stalwart
standardized
stately
staunch
steadfast
steady
steered
stern
stickler
stimulating
stirred
stirring
straight
straightforward
strategic
streetwise
strict
striking
striving
strong
strong-minded
strong-willed
structured
stubborn
stud
studious
stunning
sturdy
stylish
stylized
suave
subdued
subject
subjective
sublime
submissive
subtle
sulky
superb
superficial
superior
supervising
supporting
supportive
sure
surveying
susceptible
susceptive
suspicious
swank
swashbuckling
sweet
swift
symmetrical
sympathetic
systematic
systematical
systematized
tactful
taking
talented
tame
tantalizing
tasteful
taught
taut
teasing
temperamental
temperate
tempting
tenacious
tender
tender-hearted
tense
tested
thankful
theorist
thick-skinned
thinking
thirsty
thorough
thoughtful
thrilling
ticklish
tidy
tight
timid
timorous
tireless
together
tolerable
tolerant
tonic
touching
touchy
tough
towering
tractable
traditional
trained
tranquil
transparent
tremendous
tremulous
trendy
tried
trustable
trustful
trusting
trustworthy
trusty
truthful
Type-A
unabashed
unadventurous
unaffected
unafraid
unaided
unaltered
unambiguous
unambitious
unamusing
unanxious
unartificial
unashamed
unassertive
unassuming
unblemished
unblurred
uncertain
unchanging
unclear
unclouded
uncomplaining
uncomplex
uncomplicated
uncompromising
unconcerned
unconstrained
uncoordinated
uncorrupt
uncreative
undaunted
undeceived
undefiled
undemanding
undeniable
under-control
understandable
understanding
undeviating
undisguised
undisturbed
unenthusiastic
unexcessive
unexcitable
unexpected
unextravagant
unextreme
unfailing
unfaltering
unflappable
unflashy
unflinching
ungrudging
unhesitating
uniform
unimposing
uninfluenced
uniting
unmethodical
unneat
unobtrusive
unoffending
unoffensive
unostentatious
unpredictable
unpretentious
unrealistic
unrelenting
unrestrained
unrestricted
unruffled
unselfish
unskeptical
unsophisticated
unspoiled
unstirred
unsuspecting
unsuspicious
unsystematic
untidy
untiring
untouched
untroubled
unusual
unwavering
unwearied
unwearying
unyielding
upbeat
upfront
up-front
uplifting
uppity
upright
useful
utilitarian
utopian
vacant
vague
valiant
validated
valorous
valuable
variable
vehement
venturesome
venturous
veracious
versatile
versed
vet
veteran
vigilant
vigorous
virtuous
visible
visionary
vivacious
vivid
vocal
vulnerable
wacky
war-horse
warm
warmhearted
wary
watchful
wealthy
weary
weird
welcoming
well-behaved
well-bred
well-informed
well-intentioned
well-mannered
well-ordered
well-organized
well-read
well-reasoned
well-regulated
well-rounded
well-spoken
well-trained
whimsical
whiz
whiz-kid
wholehearted
wide-awake
wild
willful
willing
wily
winning
winsome
wired
wise
wishful
withdrawn
witty
wonderful
wonted
worldly
worldly-wise
yearning
yielding
yoked
youthful
zappy
zealous
zesty
zingy
zippy
